 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|            Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                          |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
| Date  | Time  |    Sequence        | #Img | QPI| QPP| QPB| Format  | #B | Hdmd | S.R |#Ref | Freq |Intra upd|SNRY 1|SNRU 1|SNRV 1|SNRY N|SNRU N|SNRV N|#Bitr P|#Bitr B|     Total Time   |      Me Time     |
| 09/08 | 00:56 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          52636   |          22121   |
| 09/18 | 23:11 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          49355   |          20734   |
| 09/20 | 15:54 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          51275   |          21451   |
| 09/20 | 15:56 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          50984   |          21352   |
| 09/25 | 00:08 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          51414   |          21345   |
| 09/26 | 16:18 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          50871   |          21235   |
| 10/06 | 16:29 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          48335   |          20097   |
| 10/12 | 22:41 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|          50574   |          21131   |
| 10/13 | 22:05 |          myfavs.yuv|   20 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.078|41.687|41.954|  77388|      0|         122649   |          20598   |
| 10/13 | 22:20 |         640x480.yuv|    5 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |  18  |   OFF   |45.713|50.323|50.782|44.605|48.593|48.757| 678096|      0|          52823   |          17601   |
| 10/13 | 22:25 |          myfavs.yuv|    5 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |37.944|41.735|42.069|37.483|41.745|42.044| 157392|      0|           6108   |           1433   |
| 10/13 | 22:36 |         640x480.yuv|    5 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |  30  |   OFF   |92.170|54.260|44.627|47.644|39.532|37.758| 974640|      0|           9017   |           1492   |
| 10/13 | 22:38 |         640x480.yuv|    5 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |  30  |   OFF   |49.317|53.406|53.381|47.877|51.308|50.956|1004880|      0|          50993   |          17310   |
| 10/13 | 22:46 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4761   |              0   |
| 10/13 | 23:00 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4764   |              0   |
| 10/13 | 23:01 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4765   |              0   |
| 10/13 | 23:42 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4751   |              0   |
| 10/13 | 23:46 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4729   |              0   |
| 10/13 | 23:53 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4786   |              0   |
| 10/15 | 23:36 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.317|53.406|53.381|49.317|53.406|53.381|  41504|      0|           4830   |              0   |
| 10/18 | 13:58 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.015|52.554|52.278|49.015|52.554|52.278|  42120|      0|            459   |              0   |
| 10/18 | 14:08 |         640x480.yuv|    1 |  28  |  28  | 30 | 640x480 |  0 |   ON   |    16   | 10  |   1  |   OFF   |49.015|52.554|52.278|49.015|52.554|52.278|  42120|      0|            468   |              0   |
| 10/18 | 14:20 |          myfavs.yuv|    3 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.944|41.735|42.069|37.669|41.719|42.049|   7989|      0|           3093   |            413   |
| 10/18 | 14:24 |          myfavs.yuv|    3 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.944|41.735|42.069|37.669|41.719|42.049|   7989|      0|           3043   |            435   |
| 10/18 | 14:24 |          myfavs.yuv|    3 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   3  |   OFF   |37.944|41.735|42.069|37.669|41.719|42.049|  23968|      0|           3062   |            449   |
| 10/18 | 14:26 |          myfavs.yuv|    3 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   3  |   OFF   |37.944|41.735|42.069|37.669|41.719|42.049|  23968|      0|           3067   |            451   |
| 10/18 | 14:28 |          myfavs.yuv|    3 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   3  |   OFF   |37.944|41.735|42.069|37.669|41.719|42.049|  23968|      0|           3004   |            452   |
| 10/18 | 14:59 |oreman_part_qcif.yuv|   -1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |0.000|0.000|0.000|0.000|0.000|0.000|   -168|      0|              0   |              0   |
| 10/18 | 15:07 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.387|41.260|42.850|37.387|41.260|42.850|  22128|      0|            829   |              0   |
| 10/18 | 15:08 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.387|41.260|42.850|37.387|41.260|42.850|  22128|      0|            802   |              0   |
| 10/18 | 15:21 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             88   |              0   |
| 10/18 | 15:24 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             85   |              0   |
| 10/18 | 15:24 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             79   |              0   |
| 10/18 | 15:24 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             79   |              0   |
| 10/18 | 15:36 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             87   |              0   |
| 10/18 | 22:14 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             79   |              0   |
| 10/20 | 22:24 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |37.296|41.273|42.966|37.296|41.273|42.966|  22424|      0|             79   |              0   |
